Link,Địa chỉ,Giá tổng,Giá/m²,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Giấy tờ pháp lý,Loại hình nhà ở,Chiều ngang,Chiều dài,Diện tích sử dụng,Diện tích đất,Hướng cửa chính,Tình trạng nội thất
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120636523.htm,"Đường Trường Chinh, Phường Phương Mai, Quận Đống Đa, Hà Nội","54,5 tỷ","272,50 triệu/m²",6 phòng,6 phòng,3,Đã có sổ,"Nhà mặt phố, mặt tiền",7.7 m,26 m,600 m²,200 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-huyen-gia-lam-ha-noi/120636475.htm,"Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","8,95 tỷ","99,44 triệu/m²",nhiều hơn 10 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,90 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120567703.htm,"Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội","9,1 tỷ",260 triệu/m²,6 phòng,4 phòng,6,Đã có sổ,"Nhà ngõ, hẻm",,,35 m²,35 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/119863028.htm,"Phố Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","9,7 tỷ","230,95 triệu/m²",4 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",3.7 m,,42 m²,42 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120636280.htm,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","5,95 tỷ","165,28 triệu/m²",3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,,,36 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120636268.htm,"Phố Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",7 tỷ,140 triệu/m²,4 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,,50 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120636164.htm,"Phố Quang Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội","4,59 tỷ","148,06 triệu/m²",3 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",3.6 m,9 m,31 m²,31 m²,Đông Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/119315364.htm,"Đường Tân Triều Mới, Xã Tân Triều, Huyện Thanh Trì, Hà Nội","2,7 tỷ",30 triệu/m²,1 phòng,,1,Giấy tờ viết tay,"Nhà ngõ, hẻm",5 m,19 m,81 m²,90 m²,Đông Bắc,
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120636081.htm,"mễ trì hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","7,25 tỷ","213,24 triệu/m²",4 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,,36 m²,34 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120564091.htm,"Phố Thanh Nhàn, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","5,75 tỷ","169,12 triệu/m²",2 phòng,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",4.05 m,,,34 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120542655.htm,"Ngách 98 Ngõ 565 Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội","8,8 tỷ","73,33 triệu/m²",4 phòng,3 phòng,2,Đã có sổ,"Nhà ngõ, hẻm",6.8 m,,240 m²,120 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120635951.htm,"Đường Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","7,3 tỷ","173,81 triệu/m²",4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,42 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120635860.htm,"Phố Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",14 tỷ,"274,51 triệu/m²",4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,51 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120635858.htm,"Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội","6,2 tỷ","177,14 triệu/m²",3 phòng,4 phòng,6,Đã có sổ,"Nhà ngõ, hẻm",,,35 m²,35 m²,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120635778.htm,"Phố Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội","11,85 tỷ","263,33 triệu/m²",4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,45 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120635770.htm,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",24 tỷ,400 triệu/m²,6 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,60 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120374764.htm,"Đường Do Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","4,05 tỷ","119,12 triệu/m²",4 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",3.2 m,12 m,34 m²,34 m²,Đông Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120635700.htm,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","10,2 tỷ","212,50 triệu/m²",4 phòng,5 phòng,7,Đã có sổ,"Nhà ngõ, hẻm",,,50 m²,48 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120343060.htm,"Phố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","7,35 tỷ","188,46 triệu/m²",3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",4 m,10 m,180 m²,39 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120635603.htm,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","14,1 tỷ","207,35 triệu/m²",3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,,,68 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120635557.htm,"Đường Liên Mạc, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội","4,7 tỷ","156,67 triệu/m²",3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",,,,30 m²,Nam,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120048819.htm,"Đường Lý Sơn, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","6,5 tỷ","144,44 triệu/m²",6 phòng,4 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",4 m,,180 m²,45 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120635449.htm,"Phố Vũ Đức Thận, Phường Việt Hưng, Quận Long Biên, Hà Nội","14,3 tỷ","155,43 triệu/m²",4 phòng,4 phòng,3,Đã có sổ,"Nhà ngõ, hẻm",6 m,,95 m²,92 m²,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/118729761.htm,"Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội","5,15 tỷ","171,67 triệu/m²",3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",4.2 m,,30 m²,30 m²,Tây Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120635439.htm,"Đường Đông Ngạc, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội","2,98 tỷ","93,12 triệu/m²",3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,,,32 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120635395.htm,"Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","6,5 tỷ","147,73 triệu/m²",6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,44 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120635338.htm#px=SR-special_display_ad-[PO-18][PL-default],"Ngõ Gốc Đề, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",5 tỷ,"166,67 triệu/m²",3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",,,30 m²,30 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120635314.htm,"Đường Láng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội","5,65 tỷ","187,09 triệu/m²",3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,,,30.2 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120635231.htm,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội","12,3 tỷ","256,25 triệu/m²",6 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,,,48 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/120635077.htm,"Đường Thanh Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội","4,15 tỷ","129,69 triệu/m²",4 phòng,,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,32 m²,,
https://www.nhatot.com/mua-ban-nha-dat-huyen-dong-anh-ha-noi/120635016.htm,"Đông Anh, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội","7,8 tỷ","111,43 triệu/m²",6 phòng,4 phòng,6,Đã có sổ,Nhà phố liền kề,5 m,14 m,,70 m²,Nam,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120634937.htm,"Đường Nguyễn Trãi, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","6,15 tỷ","192,19 triệu/m²",3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",4 m,8 m,,32 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120634928.htm,"Đường Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội","8,99 tỷ","187,29 triệu/m²",3 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,48 m²,48 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoan-kiem-ha-noi/120225854.htm,"hàng đường, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội","13,5 tỷ","964,29 triệu/m²",3 phòng,4 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",3 m,,56 m²,14 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120634863.htm,"Phố Thįnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","13,5 tỷ","192,86 triệu/m²",5 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",5 m,,,70 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120634859.htm,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",10 tỷ,200 triệu/m²,3 phòng,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",4.5 m,,50 m²,50 m²,Bắc,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120634831.htm,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","14,5 tỷ","308,51 triệu/m²",4 phòng,,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,47 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120634825.htm,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","6,85 tỷ","152,22 triệu/m²",7 phòng,5 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",,,225 m²,45 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120634790.htm,"Nguyễn Trãi, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","11,5 tỷ","216,17 triệu/m²",4 phòng,3 phòng,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,,53.2 m²,53.2 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120381528.htm,"66C ngõ 139 phố, Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội",11 tỷ,"185,19 triệu/m²",4 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",4.48 m,13.8 m,62.5 m²,59.4 m²,Bắc,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/120634789.htm,"Huỳnh Cung, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội","3,8 tỷ","111,76 triệu/m²",3 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,34 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120306353.htm,"Phố Ngọc Trục, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","6,8 tỷ","151,11 triệu/m²",5 phòng,4 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,250 m²,45 m²,Đông Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120634724.htm,"Đường Tân Xuân, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",16 tỷ,"181,82 triệu/m²",4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,88 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120634714.htm,"Tôn Đức Thắng, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","5,68 tỷ","172,12 triệu/m²",3 phòng,3 phòng,3,Đã có sổ,"Nhà ngõ, hẻm",,,33 m²,33 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-huyen-dan-phuong-ha-noi/120634560.htm,"Đường Hạ Hội, Xã Tân Lập, Huyện Đan Phượng, Hà Nội","4,3 tỷ","107,50 triệu/m²",4 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",3.6 m,11 m,40 m²,40 m²,Tây,
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120634530.htm,"Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",30 tỷ,"111,11 triệu/m²",6 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,270 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/119526578.htm,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","5,7 tỷ","109,62 triệu/m²",4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,52 m²,,
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/120634407.htm,"Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội","5,35 tỷ","162,12 triệu/m²",4 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",,,,33 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120634378.htm,"Phố Đoàn Thị Điểm, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội","6,59 tỷ","178,11 triệu/m²",3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,37 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120634378.htm,"Phố Đoàn Thị Điểm, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội","6,59 tỷ","178,11 triệu/m²",3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,37 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/118369407.htm#px=SR-special_display_ad-[PO-2][PL-default],"Nguyễn Công Trứ, Phường Văn Quán, Quận Hà Đông, Hà Nội",9 tỷ,100 triệu/m²,4 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",4 m,22 m,90 m²,90 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120634306.htm,"Phố Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","5,7 tỷ","80,28 triệu/m²",4 phòng,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,,71 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120634303.htm#px=SR-special_display_ad-[PO-4][PL-default],"Phố An Hoà, Phường Mộ Lao, Quận Hà Đông, Hà Nội","9,4 tỷ","208,89 triệu/m²",4 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",4 m,11 m,45 m²,45 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120557632.htm,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội","9,6 tỷ","171,43 triệu/m²",6 phòng,6 phòng,,Đã có sổ,"Nhà ngõ, hẻm",3.6 m,,280 m²,56 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120634069.htm,"Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội","13,5 tỷ","207,69 triệu/m²",4 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",5.4 m,12 m,65 m²,65 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/119921958.htm,"Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","4,95 tỷ","38,08 triệu/m²",3 phòng,,2,Sổ chung / công chứng vi bằng,"Nhà mặt phố, mặt tiền",,,,130 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120056208.htm,"phố văn hội, Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội","11,9 tỷ","195,08 triệu/m²",nhiều hơn 10 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,61 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120531605.htm,"16, Văn Khê, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",15 tỷ,300 triệu/m²,6 phòng,4 phòng,5,Đã có sổ,"Nhà mặt phố, mặt tiền",5 m,10 m,50 m²,50 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/119939116.htm,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","5,9 tỷ","134,09 triệu/m²",5 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,44 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120513990.htm,"Đường Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội","3,9 tỷ",130 triệu/m²,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,30 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120633854.htm,"Cầu Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","12,8 tỷ","213,33 triệu/m²",4 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,60 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120633815.htm,"Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội","10,9 tỷ","265,85 triệu/m²",5 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,41 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120490699.htm,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","8,5 tỷ","132,81 triệu/m²",5 phòng,6 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",5 m,,64 m²,64 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120633665.htm,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","5,9 tỷ","178,79 triệu/m²",3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,33 m²,33 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120633663.htm,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","7,9 tỷ",158 triệu/m²,1 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,50 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120633612.htm,"15, Ngách 5 Gốc Đề, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","2,05 tỷ","136,67 triệu/m²",2 phòng,2 phòng,4,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",3 m,5 m,15 m²,15 m²,Bắc,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120483778.htm#px=SR-special_display_ad-[PO-18][PL-default],"Phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","6,28 tỷ","182,03 triệu/m²",3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",4.5 m,,,34.5 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/118203978.htm,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","6,95 tỷ","154,44 triệu/m²",6 phòng,4 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,,45 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/119372376.htm,"Ngõ 79 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","12,9 tỷ","280,43 triệu/m²",5 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",3.6 m,,46 m²,46 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120633404.htm,"03, Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","5,95 tỷ","165,28 triệu/m²",4 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",3.2 m,11 m,,36 m²,Đông Nam,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/117663696.htm,"Đường Xuân Thủy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",6 tỷ,"109,09 triệu/m²",4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,55 m²,55 m²,,
